RMSD_active,RMSD_inactive
1.641994118690490723e+00,1.524849057197570801e+00
1.626699924468994141e+00,1.503930091857910156e+00
1.644143939018249512e+00,1.528694868087768555e+00
1.636457085609436035e+00,1.511860132217407227e+00
1.647940993309020996e+00,1.522092938423156738e+00
1.635784864425659180e+00,1.521707296371459961e+00
1.643513083457946777e+00,1.519466996192932129e+00
1.640869379043579102e+00,1.518090128898620605e+00
1.633133530616760254e+00,1.520175218582153320e+00
1.611040592193603516e+00,1.499679923057556152e+00
1.649840831756591797e+00,1.527528285980224609e+00
1.643421530723571777e+00,1.521462082862854004e+00
1.637046337127685547e+00,1.528123378753662109e+00
1.621167659759521484e+00,1.513845324516296387e+00
1.631989479064941406e+00,1.522360205650329590e+00
1.629520773887634277e+00,1.523950576782226562e+00
1.631254434585571289e+00,1.509625792503356934e+00
1.640480518341064453e+00,1.519641757011413574e+00
1.634557366371154785e+00,1.514037847518920898e+00
1.611310720443725586e+00,1.512237191200256348e+00
1.637976408004760742e+00,1.528474092483520508e+00
1.650126338005065918e+00,1.532405614852905273e+00
1.631785273551940918e+00,1.524109244346618652e+00
1.631023287773132324e+00,1.514020800590515137e+00
1.615522980690002441e+00,1.521120190620422363e+00
1.628970146179199219e+00,1.508479714393615723e+00
1.625344991683959961e+00,1.514044523239135742e+00
1.639183163642883301e+00,1.529558181762695312e+00
1.625793337821960449e+00,1.514878630638122559e+00
1.644568681716918945e+00,1.540872216224670410e+00
1.640187501907348633e+00,1.519453167915344238e+00
1.606695652008056641e+00,1.481313228607177734e+00
1.639929652214050293e+00,1.531524300575256348e+00
1.613135933876037598e+00,1.495511651039123535e+00
1.616014242172241211e+00,1.505581974983215332e+00
1.647959709167480469e+00,1.530916094779968262e+00
1.630748629570007324e+00,1.525601029396057129e+00
1.631976366043090820e+00,1.520416736602783203e+00
1.639698863029479980e+00,1.520170807838439941e+00
1.637001037597656250e+00,1.521913170814514160e+00
1.576491594314575195e+00,1.496094346046447754e+00
1.642745018005371094e+00,1.530277132987976074e+00
1.619385004043579102e+00,1.506724119186401367e+00
1.644659876823425293e+00,1.506048917770385742e+00
1.645430564880371094e+00,1.525327682495117188e+00
1.645928502082824707e+00,1.524346113204956055e+00
1.652588844299316406e+00,1.531118869781494141e+00
1.654048442840576172e+00,1.527633070945739746e+00
1.624242663383483887e+00,1.517197847366333008e+00
1.641609668731689453e+00,1.529680848121643066e+00
1.636249065399169922e+00,1.535183072090148926e+00
1.636571526527404785e+00,1.521527409553527832e+00
1.638075113296508789e+00,1.514249205589294434e+00
1.602298736572265625e+00,1.488634705543518066e+00
1.627852559089660645e+00,1.511039137840270996e+00
1.636481642723083496e+00,1.513839483261108398e+00
1.622942090034484863e+00,1.507945895195007324e+00
1.632671236991882324e+00,1.507806181907653809e+00
1.627460241317749023e+00,1.511763811111450195e+00
1.614075303077697754e+00,1.520782947540283203e+00
1.643693923950195312e+00,1.531012177467346191e+00
1.620344042778015137e+00,1.513801097869873047e+00
1.623151779174804688e+00,1.510789036750793457e+00
1.678134202957153320e+00,1.557231307029724121e+00
1.627918720245361328e+00,1.511112809181213379e+00
1.626077890396118164e+00,1.504767656326293945e+00
1.653864264488220215e+00,1.530620217323303223e+00
1.602881550788879395e+00,1.503872036933898926e+00
1.705888628959655762e+00,1.593957424163818359e+00
1.620625495910644531e+00,1.519085645675659180e+00
1.612608194351196289e+00,1.503499746322631836e+00
1.634754776954650879e+00,1.523177385330200195e+00
1.571227550506591797e+00,1.479679346084594727e+00
1.625847339630126953e+00,1.512920737266540527e+00
1.636537194252014160e+00,1.518188595771789551e+00
1.624964356422424316e+00,1.515345096588134766e+00
1.617601156234741211e+00,1.510199785232543945e+00
1.634525537490844727e+00,1.518166184425354004e+00
1.643317222595214844e+00,1.530364394187927246e+00
1.627784252166748047e+00,1.516711235046386719e+00
1.632423758506774902e+00,1.526955723762512207e+00
1.633956551551818848e+00,1.514914631843566895e+00
1.632459282875061035e+00,1.523660540580749512e+00
1.621433734893798828e+00,1.528202056884765625e+00
1.647053122520446777e+00,1.517931342124938965e+00
1.638060450553894043e+00,1.522179603576660156e+00
1.649823904037475586e+00,1.529426336288452148e+00
1.635844230651855469e+00,1.517417192459106445e+00
1.634328126907348633e+00,1.512705087661743164e+00
1.625058889389038086e+00,1.512951135635375977e+00
1.634244322776794434e+00,1.520646572113037109e+00
1.633631706237792969e+00,1.522761225700378418e+00
1.608797788619995117e+00,1.506803989410400391e+00
1.624362707138061523e+00,1.506490826606750488e+00
1.635730624198913574e+00,1.511173009872436523e+00
1.648516297340393066e+00,1.523842811584472656e+00
1.629170060157775879e+00,1.522963881492614746e+00
1.643984913825988770e+00,1.523576378822326660e+00
1.632513761520385742e+00,1.526081442832946777e+00
1.608077168464660645e+00,1.503911137580871582e+00
1.648119449615478516e+00,1.533570528030395508e+00
1.653885126113891602e+00,1.543061852455139160e+00
1.631049752235412598e+00,1.506574869155883789e+00
1.640623569488525391e+00,1.518506288528442383e+00
1.635105729103088379e+00,1.510816097259521484e+00
1.626433134078979492e+00,1.513410329818725586e+00
1.631662964820861816e+00,1.523718833923339844e+00
1.621235251426696777e+00,1.505447030067443848e+00
1.620744109153747559e+00,1.508166551589965820e+00
1.628512144088745117e+00,1.518793582916259766e+00
1.627032160758972168e+00,1.504810214042663574e+00
1.638657808303833008e+00,1.523006081581115723e+00
1.615778088569641113e+00,1.523746848106384277e+00
1.642884254455566406e+00,1.519288420677185059e+00
1.667124629020690918e+00,1.549621105194091797e+00
1.600914359092712402e+00,1.506550908088684082e+00
1.633677601814270020e+00,1.520030736923217773e+00
1.606906890869140625e+00,1.494004964828491211e+00
1.625782012939453125e+00,1.515147924423217773e+00
