# RMSD_active  RMSD_inactive
1.554164528846740723e+00 1.163167953491210938e+00
1.568376064300537109e+00 1.173850178718566895e+00
1.582337379455566406e+00 1.189614176750183105e+00
1.571843862533569336e+00 1.172288179397583008e+00
1.575815320014953613e+00 1.179194092750549316e+00
1.617221355438232422e+00 1.215658187866210938e+00
1.598923683166503906e+00 1.193806648254394531e+00
1.602696061134338379e+00 1.202472329139709473e+00
1.542548060417175293e+00 1.159824967384338379e+00
1.577044963836669922e+00 1.239046692848205566e+00
1.600466251373291016e+00 1.198729157447814941e+00
1.586907505989074707e+00 1.187641143798828125e+00
1.602127671241760254e+00 1.200466394424438477e+00
1.542866110801696777e+00 1.148548126220703125e+00
1.559240579605102539e+00 1.158124566078186035e+00
1.609822154045104980e+00 1.214107751846313477e+00
1.558681964874267578e+00 1.165331006050109863e+00
1.579744458198547363e+00 1.208325982093811035e+00
1.576302528381347656e+00 1.179274320602416992e+00
1.624876260757446289e+00 1.235299229621887207e+00
1.577737927436828613e+00 1.174243569374084473e+00
1.592532873153686523e+00 1.192027091979980469e+00
1.578702211380004883e+00 1.193062305450439453e+00
1.564818382263183594e+00 1.181950807571411133e+00
1.592470645904541016e+00 1.191909909248352051e+00
1.571159839630126953e+00 1.171911716461181641e+00
1.572478532791137695e+00 1.177098393440246582e+00
1.601709365844726562e+00 1.201170086860656738e+00
1.559396386146545410e+00 1.176972985267639160e+00
1.577301859855651855e+00 1.176992774009704590e+00
1.573510885238647461e+00 1.174950242042541504e+00
1.598252177238464355e+00 1.193997621536254883e+00
1.566225886344909668e+00 1.170516729354858398e+00
1.572451472282409668e+00 1.180277585983276367e+00
1.567441940307617188e+00 1.170536637306213379e+00
1.563971877098083496e+00 1.162026643753051758e+00
1.576057791709899902e+00 1.172893285751342773e+00
1.595343828201293945e+00 1.195019721984863281e+00
1.557784676551818848e+00 1.159888029098510742e+00
1.579544067382812500e+00 1.178429007530212402e+00
1.578981518745422363e+00 1.179810881614685059e+00
1.577271223068237305e+00 1.190950155258178711e+00
1.554539918899536133e+00 1.155739903450012207e+00
1.624638557434082031e+00 1.230294346809387207e+00
1.591306090354919434e+00 1.194937109947204590e+00
1.575830340385437012e+00 1.187905430793762207e+00
1.579811334609985352e+00 1.180328488349914551e+00
1.570140242576599121e+00 1.176619052886962891e+00
1.594358205795288086e+00 1.189818859100341797e+00
1.556953907012939453e+00 1.168545603752136230e+00
1.580806136131286621e+00 1.179351449012756348e+00
1.612945318222045898e+00 1.212090253829956055e+00
1.601736664772033691e+00 1.216109871864318848e+00
1.585416913032531738e+00 1.190346360206604004e+00
1.577097654342651367e+00 1.185980558395385742e+00
1.600079536437988281e+00 1.198025941848754883e+00
1.587421655654907227e+00 1.192754387855529785e+00
1.574802398681640625e+00 1.173355340957641602e+00
1.584611654281616211e+00 1.183482766151428223e+00
1.585463762283325195e+00 1.182473897933959961e+00
1.581057310104370117e+00 1.175649523735046387e+00
1.584128141403198242e+00 1.187376856803894043e+00
1.589822411537170410e+00 1.188126325607299805e+00
1.567117929458618164e+00 1.185425639152526855e+00
1.580285310745239258e+00 1.191920995712280273e+00
1.571127891540527344e+00 1.177398443222045898e+00
1.578451395034790039e+00 1.182502985000610352e+00
1.603417158126831055e+00 1.208437085151672363e+00
1.593968272209167480e+00 1.192939043045043945e+00
1.585211634635925293e+00 1.187161684036254883e+00
1.591597080230712891e+00 1.182561039924621582e+00
1.594142436981201172e+00 1.193121910095214844e+00
1.562215209007263184e+00 1.168914794921875000e+00
1.568778634071350098e+00 1.178802013397216797e+00
1.557253360748291016e+00 1.155923604965209961e+00
1.555082917213439941e+00 1.161050438880920410e+00
1.594008684158325195e+00 1.190130829811096191e+00
1.615185976028442383e+00 1.208426117897033691e+00
1.532896041870117188e+00 1.150260925292968750e+00
1.539139151573181152e+00 1.167109727859497070e+00
1.579961776733398438e+00 1.178679347038269043e+00
1.587254166603088379e+00 1.180407762527465820e+00
1.588815450668334961e+00 1.188888669013977051e+00
1.572063446044921875e+00 1.191640734672546387e+00
1.596140980720520020e+00 1.201530098915100098e+00
1.576863765716552734e+00 1.172178268432617188e+00
1.587905883789062500e+00 1.190515637397766113e+00
1.599941134452819824e+00 1.206312298774719238e+00
1.589183211326599121e+00 1.211865067481994629e+00
1.591917395591735840e+00 1.191254615783691406e+00
1.602584123611450195e+00 1.196679830551147461e+00
1.575189948081970215e+00 1.175661683082580566e+00
1.572793722152709961e+00 1.172084689140319824e+00
1.592229485511779785e+00 1.194226264953613281e+00
1.597478747367858887e+00 1.197614073753356934e+00
1.552758812904357910e+00 1.164498686790466309e+00
1.597567796707153320e+00 1.197888731956481934e+00
1.585827231407165527e+00 1.191980719566345215e+00
1.481155514717102051e+00 1.126106500625610352e+00
1.599329471588134766e+00 1.214211940765380859e+00
1.565089821815490723e+00 1.173754334449768066e+00
1.553749561309814453e+00 1.162010312080383301e+00
1.590073585510253906e+00 1.187422156333923340e+00
1.642377972602844238e+00 1.252269744873046875e+00
1.590978980064392090e+00 1.193422555923461914e+00
1.584869384765625000e+00 1.187535762786865234e+00
1.541473627090454102e+00 1.164700269699096680e+00
1.584757566452026367e+00 1.183184504508972168e+00
1.584954738616943359e+00 1.197440147399902344e+00
1.589064002037048340e+00 1.187708854675292969e+00
1.579228878021240234e+00 1.185971975326538086e+00
1.565775871276855469e+00 1.180157780647277832e+00
1.615617990493774414e+00 1.213763236999511719e+00
1.606520771980285645e+00 1.197498083114624023e+00
1.614919900894165039e+00 1.211660981178283691e+00
1.587281584739685059e+00 1.185383319854736328e+00
1.580562353134155273e+00 1.180098652839660645e+00
1.563973188400268555e+00 1.169867396354675293e+00
1.584551095962524414e+00 1.185441970825195312e+00
1.586930394172668457e+00 1.226512193679809570e+00
1.587775111198425293e+00 1.206761837005615234e+00
1.517897486686706543e+00 1.144469022750854492e+00
1.587622165679931641e+00 1.189381480216979980e+00
1.595845103263854980e+00 1.201639056205749512e+00
1.606693625450134277e+00 1.197720885276794434e+00
1.582739591598510742e+00 1.185847878456115723e+00
1.578430771827697754e+00 1.177806496620178223e+00
1.596377849578857422e+00 1.198029279708862305e+00
1.565082311630249023e+00 1.167504549026489258e+00
1.573410391807556152e+00 1.173074722290039062e+00
1.607961535453796387e+00 1.206214904785156250e+00
1.607218980789184570e+00 1.212872743606567383e+00
1.640587449073791504e+00 1.214313983917236328e+00
1.592098116874694824e+00 1.198429703712463379e+00
1.575464367866516113e+00 1.171116352081298828e+00
1.597121357917785645e+00 1.190843820571899414e+00
1.580533742904663086e+00 1.180931210517883301e+00
1.574175834655761719e+00 1.181928277015686035e+00
1.590715289115905762e+00 1.177676558494567871e+00
1.600246429443359375e+00 1.193463206291198730e+00
1.589527845382690430e+00 1.189174652099609375e+00
1.589442729949951172e+00 1.188576221466064453e+00
1.581010460853576660e+00 1.179618239402770996e+00
1.601534843444824219e+00 1.204727888107299805e+00
1.596242547035217285e+00 1.190213918685913086e+00
1.581749916076660156e+00 1.194564580917358398e+00
1.587109804153442383e+00 1.180935025215148926e+00
1.594719886779785156e+00 1.191781759262084961e+00
1.588792800903320312e+00 1.186896443367004395e+00
1.587056279182434082e+00 1.192329525947570801e+00
1.581940174102783203e+00 1.177191972732543945e+00
1.586943030357360840e+00 1.184519171714782715e+00
1.587471127510070801e+00 1.188197374343872070e+00
1.543932795524597168e+00 1.161966323852539062e+00
1.563403248786926270e+00 1.191234230995178223e+00
1.588403820991516113e+00 1.180296778678894043e+00
1.592770695686340332e+00 1.196121811866760254e+00
1.586671233177185059e+00 1.189081311225891113e+00
1.581214547157287598e+00 1.185095429420471191e+00
1.560792803764343262e+00 1.171197533607482910e+00
1.585167884826660156e+00 1.177341341972351074e+00
1.561009287834167480e+00 1.174183011054992676e+00
1.586276173591613770e+00 1.181302189826965332e+00
1.590164899826049805e+00 1.193509697914123535e+00
1.593629121780395508e+00 1.187407255172729492e+00
1.596077680587768555e+00 1.205182433128356934e+00
1.536614775657653809e+00 1.171368598937988281e+00
1.578680992126464844e+00 1.178958892822265625e+00
1.542105078697204590e+00 1.149958133697509766e+00
1.566513061523437500e+00 1.167475581169128418e+00
1.553212881088256836e+00 1.144786119461059570e+00
1.588804125785827637e+00 1.193150520324707031e+00
1.575665116310119629e+00 1.190274477005004883e+00
1.635863184928894043e+00 1.242674112319946289e+00
1.532508611679077148e+00 1.145525693893432617e+00
1.613551497459411621e+00 1.212783098220825195e+00
1.579997539520263672e+00 1.184540629386901855e+00
1.578030824661254883e+00 1.178899049758911133e+00
1.554241418838500977e+00 1.170462250709533691e+00
1.580198168754577637e+00 1.176440596580505371e+00
1.598066687583923340e+00 1.196966767311096191e+00
1.581677556037902832e+00 1.186447620391845703e+00
1.612742662429809570e+00 1.221727013587951660e+00
1.572556257247924805e+00 1.184203863143920898e+00
1.596466779708862305e+00 1.184909105300903320e+00
1.587083458900451660e+00 1.184999704360961914e+00
1.576222658157348633e+00 1.177786707878112793e+00
1.576696872711181641e+00 1.174969315528869629e+00
1.543770670890808105e+00 1.154905080795288086e+00
1.563253045082092285e+00 1.172470092773437500e+00
1.598160028457641602e+00 1.198182463645935059e+00
1.574359178543090820e+00 1.178309917449951172e+00
1.579124927520751953e+00 1.183849334716796875e+00
1.554120779037475586e+00 1.153475880622863770e+00
1.566030263900756836e+00 1.164254188537597656e+00
1.609981775283813477e+00 1.217401146888732910e+00
1.578187346458435059e+00 1.181971788406372070e+00
1.571440219879150391e+00 1.166728019714355469e+00
1.580104112625122070e+00 1.177322626113891602e+00
1.576101064682006836e+00 1.183164000511169434e+00
1.595241427421569824e+00 1.189717411994934082e+00
1.559828996658325195e+00 1.168726563453674316e+00
1.547737360000610352e+00 1.158789873123168945e+00
1.548907279968261719e+00 1.153816223144531250e+00
1.598942041397094727e+00 1.191998839378356934e+00
1.570863246917724609e+00 1.177369236946105957e+00
1.575785517692565918e+00 1.173016905784606934e+00
1.600575089454650879e+00 1.203068971633911133e+00
1.583172082901000977e+00 1.194505095481872559e+00
1.468943357467651367e+00 1.117925763130187988e+00
1.593680858612060547e+00 1.202751994132995605e+00
1.571414828300476074e+00 1.169431447982788086e+00
1.587476134300231934e+00 1.188775897026062012e+00
1.574912428855895996e+00 1.177653431892395020e+00
1.547969698905944824e+00 1.167557120323181152e+00
1.558813810348510742e+00 1.172660112380981445e+00
1.596724987030029297e+00 1.192094206809997559e+00
1.579699516296386719e+00 1.180334091186523438e+00
1.579274535179138184e+00 1.186879634857177734e+00
1.555704116821289062e+00 1.147966623306274414e+00
1.558304190635681152e+00 1.156506061553955078e+00
1.583339691162109375e+00 1.186601042747497559e+00
1.596974611282348633e+00 1.185360431671142578e+00
1.551911354064941406e+00 1.164927482604980469e+00
1.567198157310485840e+00 1.166285037994384766e+00
1.594611644744873047e+00 1.192017197608947754e+00
1.596369624137878418e+00 1.192480325698852539e+00
1.578237414360046387e+00 1.171720147132873535e+00
1.599917292594909668e+00 1.197083353996276855e+00
1.562766551971435547e+00 1.161536216735839844e+00
1.592211008071899414e+00 1.188911199569702148e+00
1.588195085525512695e+00 1.188914537429809570e+00
1.592892885208129883e+00 1.192010998725891113e+00
1.585826992988586426e+00 1.180653810501098633e+00
1.588511705398559570e+00 1.185483336448669434e+00
1.566103816032409668e+00 1.189428448677062988e+00
1.588074326515197754e+00 1.194064140319824219e+00
1.520195245742797852e+00 1.133280396461486816e+00
1.587083220481872559e+00 1.182869672775268555e+00
1.605793476104736328e+00 1.203360080718994141e+00
1.691097259521484375e+00 1.294399261474609375e+00
1.554708600044250488e+00 1.170191049575805664e+00
1.570338964462280273e+00 1.175838232040405273e+00
1.595578312873840332e+00 1.199950098991394043e+00
1.546236991882324219e+00 1.165055632591247559e+00
1.577393651008605957e+00 1.178107380867004395e+00
1.598628163337707520e+00 1.205884575843811035e+00
1.570267200469970703e+00 1.170405030250549316e+00
1.589701175689697266e+00 1.207004547119140625e+00
1.571788907051086426e+00 1.177962899208068848e+00
1.580536246299743652e+00 1.188927292823791504e+00
1.580461502075195312e+00 1.182366490364074707e+00
1.626937985420227051e+00 1.220170140266418457e+00
1.582450389862060547e+00 1.181768894195556641e+00
1.585675358772277832e+00 1.195565223693847656e+00
1.558573961257934570e+00 1.162867546081542969e+00
1.618536233901977539e+00 1.215513825416564941e+00
1.597031831741333008e+00 1.204354047775268555e+00
1.622509241104125977e+00 1.223084449768066406e+00
1.579725861549377441e+00 1.180831670761108398e+00
1.598513126373291016e+00 1.191672444343566895e+00
1.566323399543762207e+00 1.171021342277526855e+00
1.538427948951721191e+00 1.148906350135803223e+00
1.585138916969299316e+00 1.188058614730834961e+00
1.580825209617614746e+00 1.210344672203063965e+00
1.579963922500610352e+00 1.181062817573547363e+00
1.559101343154907227e+00 1.163234591484069824e+00
1.599595427513122559e+00 1.199563622474670410e+00
1.596394658088684082e+00 1.191705465316772461e+00
1.604306101799011230e+00 1.207170605659484863e+00
1.584612011909484863e+00 1.185166239738464355e+00
1.593333840370178223e+00 1.190894722938537598e+00
1.601659536361694336e+00 1.192204236984252930e+00
1.577763676643371582e+00 1.182057857513427734e+00
1.558766126632690430e+00 1.156343579292297363e+00
1.604619503021240234e+00 1.195739269256591797e+00
1.544180989265441895e+00 1.162011504173278809e+00
1.612121582031250000e+00 1.221737980842590332e+00
1.579804658889770508e+00 1.194557189941406250e+00
1.567310333251953125e+00 1.175505638122558594e+00
1.584624528884887695e+00 1.186947464942932129e+00
1.590248703956604004e+00 1.188463211059570312e+00
1.588048338890075684e+00 1.186286807060241699e+00
1.654635787010192871e+00 1.252479076385498047e+00
1.594395279884338379e+00 1.195603132247924805e+00
1.581187129020690918e+00 1.183228850364685059e+00
1.613515734672546387e+00 1.207666039466857910e+00
1.569987058639526367e+00 1.225483775138854980e+00
1.563199639320373535e+00 1.170364737510681152e+00
1.607388734817504883e+00 1.209904789924621582e+00
1.589296698570251465e+00 1.184703350067138672e+00
1.584241628646850586e+00 1.187610745429992676e+00
1.595359563827514648e+00 1.194018363952636719e+00
1.631033420562744141e+00 1.227511525154113770e+00
1.586720824241638184e+00 1.183197498321533203e+00
1.592784523963928223e+00 1.189723253250122070e+00
1.599473953247070312e+00 1.196253180503845215e+00
1.586156129837036133e+00 1.183187246322631836e+00
1.590052247047424316e+00 1.197548151016235352e+00
1.585087418556213379e+00 1.188866496086120605e+00
1.582183599472045898e+00 1.182861328125000000e+00
1.602529048919677734e+00 1.193322062492370605e+00
1.580997228622436523e+00 1.185081124305725098e+00
1.571167469024658203e+00 1.172466397285461426e+00
1.593255281448364258e+00 1.196066856384277344e+00
1.609783172607421875e+00 1.230528235435485840e+00
1.568862438201904297e+00 1.175254106521606445e+00
1.587388277053833008e+00 1.185029149055480957e+00
1.586884140968322754e+00 1.185692191123962402e+00
1.603007912635803223e+00 1.205992698669433594e+00
1.578312754631042480e+00 1.190418601036071777e+00
1.585635662078857422e+00 1.190099239349365234e+00
1.579240322113037109e+00 1.179908990859985352e+00
1.583163619041442871e+00 1.198114991188049316e+00
1.574490308761596680e+00 1.172272562980651855e+00
1.590322852134704590e+00 1.202980875968933105e+00
1.564728975296020508e+00 1.166463971138000488e+00
1.543601512908935547e+00 1.169427871704101562e+00
1.564376354217529297e+00 1.163126826286315918e+00
1.579352140426635742e+00 1.185326337814331055e+00
1.603770852088928223e+00 1.202589869499206543e+00
1.584249973297119141e+00 1.179563045501708984e+00
1.594562888145446777e+00 1.186967849731445312e+00
1.572110772132873535e+00 1.176642894744873047e+00
1.613703131675720215e+00 1.214066982269287109e+00
1.574152112007141113e+00 1.192911744117736816e+00
1.594621777534484863e+00 1.209497570991516113e+00
1.509415268898010254e+00 1.123109817504882812e+00
1.584172964096069336e+00 1.189510464668273926e+00
1.588176608085632324e+00 1.190823197364807129e+00
1.581914067268371582e+00 1.181515932083129883e+00
1.588500380516052246e+00 1.186539769172668457e+00
1.568446755409240723e+00 1.177437901496887207e+00
1.596022367477416992e+00 1.202595591545104980e+00
1.547492265701293945e+00 1.159948587417602539e+00
1.572972178459167480e+00 1.163073897361755371e+00
1.582403063774108887e+00 1.180974245071411133e+00
1.606079459190368652e+00 1.209741950035095215e+00
1.577283620834350586e+00 1.178370594978332520e+00
1.571216464042663574e+00 1.178067326545715332e+00
1.591693639755249023e+00 1.187624335289001465e+00
1.569088697433471680e+00 1.163446426391601562e+00
1.543390274047851562e+00 1.161302208900451660e+00
1.597392797470092773e+00 1.202670097351074219e+00
1.598291277885437012e+00 1.198831796646118164e+00
1.565153360366821289e+00 1.165430784225463867e+00
1.594648718833923340e+00 1.198847055435180664e+00
1.612137675285339355e+00 1.210416674613952637e+00
1.517148375511169434e+00 1.136238098144531250e+00
1.556007504463195801e+00 1.183253884315490723e+00
1.579446077346801758e+00 1.177664875984191895e+00
1.556971669197082520e+00 1.180832147598266602e+00
1.556979417800903320e+00 1.170449018478393555e+00
1.582141995429992676e+00 1.177622675895690918e+00
1.588157057762145996e+00 1.188269495964050293e+00
1.604149699211120605e+00 1.200459241867065430e+00
1.557103753089904785e+00 1.172841548919677734e+00
1.604539275169372559e+00 1.207936286926269531e+00
1.552066564559936523e+00 1.151231408119201660e+00
1.567727565765380859e+00 1.175973773002624512e+00
1.579590916633605957e+00 1.181836724281311035e+00
1.572505712509155273e+00 1.176049947738647461e+00
1.611898541450500488e+00 1.210503816604614258e+00
1.589905381202697754e+00 1.195072889328002930e+00
1.588269233703613281e+00 1.185155272483825684e+00
1.568053007125854492e+00 1.172452449798583984e+00
1.544833898544311523e+00 1.151611804962158203e+00
1.563693523406982422e+00 1.171835780143737793e+00
1.642868161201477051e+00 1.250319004058837891e+00
1.580961704254150391e+00 1.181312322616577148e+00
1.601008415222167969e+00 1.215564012527465820e+00
1.521115899085998535e+00 1.139179348945617676e+00
1.590861439704895020e+00 1.195389270782470703e+00
1.553886532783508301e+00 1.166588187217712402e+00
1.608409762382507324e+00 1.217769503593444824e+00
1.614983201026916504e+00 1.209319829940795898e+00
1.584450960159301758e+00 1.181867599487304688e+00
1.486524820327758789e+00 1.095419406890869141e+00
1.567282557487487793e+00 1.198085784912109375e+00
1.586462497711181641e+00 1.184946775436401367e+00
1.586825132369995117e+00 1.188006401062011719e+00
1.599439024925231934e+00 1.190631866455078125e+00
1.577706813812255859e+00 1.175644993782043457e+00
1.594892978668212891e+00 1.204624176025390625e+00
1.594497561454772949e+00 1.202511072158813477e+00
1.588858008384704590e+00 1.181750655174255371e+00
1.576055526733398438e+00 1.185335159301757812e+00
1.563575267791748047e+00 1.174075007438659668e+00
1.591491341590881348e+00 1.199588894844055176e+00
1.589669227600097656e+00 1.188589096069335938e+00
1.590016484260559082e+00 1.187685608863830566e+00
1.587544679641723633e+00 1.181653022766113281e+00
1.573635458946228027e+00 1.177432060241699219e+00
1.593597531318664551e+00 1.194620847702026367e+00
1.572613358497619629e+00 1.177734851837158203e+00
1.590334773063659668e+00 1.190244913101196289e+00
1.510975480079650879e+00 1.140337467193603516e+00
1.588056325912475586e+00 1.194908261299133301e+00
1.586417317390441895e+00 1.191028833389282227e+00
1.564192891120910645e+00 1.158034443855285645e+00
1.603460192680358887e+00 1.193457126617431641e+00
1.577388167381286621e+00 1.172759532928466797e+00
1.585682153701782227e+00 1.191376805305480957e+00
1.598056316375732422e+00 1.195901632308959961e+00
1.546978473663330078e+00 1.187508344650268555e+00
1.585391283035278320e+00 1.193394899368286133e+00
1.548272609710693359e+00 1.158012747764587402e+00
1.588260412216186523e+00 1.196417927742004395e+00
1.581391572952270508e+00 1.190232634544372559e+00
1.572326779365539551e+00 1.177665233612060547e+00
1.574931502342224121e+00 1.186698913574218750e+00
1.581523180007934570e+00 1.180056095123291016e+00
1.577832818031311035e+00 1.180534958839416504e+00
1.590665459632873535e+00 1.204566717147827148e+00
1.578694939613342285e+00 1.168913960456848145e+00
1.583674073219299316e+00 1.190067172050476074e+00
1.589007258415222168e+00 1.187178373336791992e+00
1.585130333900451660e+00 1.195519328117370605e+00
1.585712075233459473e+00 1.179108381271362305e+00
1.564156770706176758e+00 1.191164255142211914e+00
1.593155860900878906e+00 1.190674424171447754e+00
1.579736351966857910e+00 1.182502985000610352e+00
1.598545432090759277e+00 1.205667853355407715e+00
1.577664971351623535e+00 1.179076075553894043e+00
1.577376484870910645e+00 1.181615948677062988e+00
1.586427330970764160e+00 1.177867412567138672e+00
1.593427419662475586e+00 1.192150950431823730e+00
1.567795038223266602e+00 1.177026033401489258e+00
1.578332543373107910e+00 1.185616731643676758e+00
1.575395822525024414e+00 1.170544147491455078e+00
1.586756348609924316e+00 1.195170998573303223e+00
1.596669077873229980e+00 1.196242094039916992e+00
1.599852323532104492e+00 1.221018195152282715e+00
1.584620833396911621e+00 1.184381961822509766e+00
1.589370131492614746e+00 1.186781406402587891e+00
1.583315134048461914e+00 1.188886284828186035e+00
1.541760206222534180e+00 1.145402669906616211e+00
1.575818896293640137e+00 1.178631067276000977e+00
1.612499237060546875e+00 1.209963083267211914e+00
1.585206985473632812e+00 1.184364557266235352e+00
1.610619902610778809e+00 1.208225727081298828e+00
1.571042656898498535e+00 1.186625957489013672e+00
1.578956365585327148e+00 1.177528738975524902e+00
1.574419379234313965e+00 1.176963210105895996e+00
1.566379904747009277e+00 1.179426908493041992e+00
1.554104328155517578e+00 1.176571726799011230e+00
1.570281386375427246e+00 1.182143688201904297e+00
1.570096731185913086e+00 1.175839304924011230e+00
1.590783238410949707e+00 1.217822194099426270e+00
1.577223300933837891e+00 1.176367044448852539e+00
1.592770695686340332e+00 1.178024530410766602e+00
1.589577078819274902e+00 1.209818601608276367e+00
1.606621861457824707e+00 1.203207135200500488e+00
1.575567960739135742e+00 1.183277964591979980e+00
1.522682547569274902e+00 1.150648713111877441e+00
1.563715934753417969e+00 1.168089747428894043e+00
1.569467663764953613e+00 1.170708656311035156e+00
1.588604450225830078e+00 1.190900206565856934e+00
1.587269067764282227e+00 1.185736775398254395e+00
1.596141576766967773e+00 1.202655315399169922e+00
1.585598945617675781e+00 1.191382050514221191e+00
1.608019828796386719e+00 1.202140212059020996e+00
1.591317534446716309e+00 1.189754843711853027e+00
1.571532249450683594e+00 1.175613284111022949e+00
1.560199618339538574e+00 1.166107773780822754e+00
1.593514204025268555e+00 1.199837088584899902e+00
1.566503286361694336e+00 1.172527670860290527e+00
1.579642772674560547e+00 1.182033181190490723e+00
1.579541563987731934e+00 1.187747478485107422e+00
1.578432202339172363e+00 1.170876145362854004e+00
1.598948836326599121e+00 1.205940961837768555e+00
1.584246277809143066e+00 1.187580227851867676e+00
1.593346953392028809e+00 1.193739533424377441e+00
1.583253860473632812e+00 1.196686148643493652e+00
1.592823028564453125e+00 1.199986577033996582e+00
1.603430747985839844e+00 1.196221470832824707e+00
1.512466549873352051e+00 1.137187242507934570e+00
1.595721006393432617e+00 1.199951171875000000e+00
1.574060440063476562e+00 1.180121421813964844e+00
1.660974621772766113e+00 1.271889328956604004e+00
1.594050168991088867e+00 1.201930165290832520e+00
1.569429993629455566e+00 1.173151731491088867e+00
1.587063431739807129e+00 1.178805470466613770e+00
1.534487724304199219e+00 1.160918474197387695e+00
1.561839342117309570e+00 1.164578676223754883e+00
1.566915869712829590e+00 1.180481314659118652e+00
1.558048367500305176e+00 1.166162371635437012e+00
1.590796828269958496e+00 1.189051866531372070e+00
1.600223660469055176e+00 1.193160653114318848e+00
1.590448260307312012e+00 1.199583053588867188e+00
1.589806795120239258e+00 1.190781593322753906e+00
1.598771214485168457e+00 1.197814822196960449e+00
1.589434385299682617e+00 1.187714576721191406e+00
1.581809878349304199e+00 1.182622790336608887e+00
1.600355505943298340e+00 1.206077575683593750e+00
1.582837104797363281e+00 1.182904720306396484e+00
1.581116318702697754e+00 1.178964853286743164e+00
1.641582489013671875e+00 1.242554306983947754e+00
1.597708582878112793e+00 1.202494263648986816e+00
1.554703474044799805e+00 1.154859900474548340e+00
1.592590570449829102e+00 1.192065477371215820e+00
1.591574430465698242e+00 1.196191549301147461e+00
1.607366204261779785e+00 1.217937350273132324e+00
1.596558213233947754e+00 1.184465765953063965e+00
1.586444377899169922e+00 1.185899972915649414e+00
1.558771252632141113e+00 1.158403754234313965e+00
1.585125923156738281e+00 1.190758228302001953e+00
1.592366218566894531e+00 1.193684816360473633e+00
1.600363135337829590e+00 1.213608264923095703e+00
1.585865139961242676e+00 1.190112709999084473e+00
1.587789535522460938e+00 1.241611719131469727e+00
1.581323742866516113e+00 1.191331148147583008e+00
1.593090415000915527e+00 1.197792172431945801e+00
1.562803387641906738e+00 1.166240692138671875e+00
1.574711322784423828e+00 1.174742460250854492e+00
1.597956180572509766e+00 1.194369196891784668e+00
1.589100122451782227e+00 1.189726829528808594e+00
1.591358304023742676e+00 1.203853726387023926e+00
1.571551680564880371e+00 1.181585550308227539e+00
1.583350896835327148e+00 1.189275383949279785e+00
1.587700366973876953e+00 1.187541961669921875e+00
1.578930735588073730e+00 1.182413697242736816e+00
1.584664702415466309e+00 1.182896733283996582e+00
1.612633466720581055e+00 1.211595177650451660e+00
1.587362885475158691e+00 1.187410354614257812e+00
1.610743045806884766e+00 1.227241754531860352e+00
1.586954355239868164e+00 1.192521691322326660e+00
1.588678359985351562e+00 1.185533761978149414e+00
1.542931318283081055e+00 1.159770369529724121e+00
1.597820639610290527e+00 1.196308255195617676e+00
1.577258467674255371e+00 1.176247477531433105e+00
1.620870351791381836e+00 1.207478761672973633e+00
